instance,bestMakespan,avgMakespan,solution
in14_029.dat,3374,3374,"1,0,2,3,5,10,13,7,21,23,8,17,6,19,11,9,22,18,15,24,4,16,14,20,12,"
in14_030.dat,3758,3758,"0,1,2,3,9,10,8,19,5,13,23,12,15,18,22,14,6,24,20,7,11,21,17,4,16,"
in14_031.dat,3093,3093,"2,3,0,6,4,9,8,10,14,11,5,20,17,15,23,22,7,19,13,21,12,24,18,16,1,"
in14_032.dat,2809,2809,"2,5,7,10,9,11,3,13,14,1,19,8,21,0,18,22,23,20,12,4,24,16,17,6,15,"
in14_033.dat,2830,2830,"1,3,0,4,7,8,6,10,14,11,15,18,2,13,16,23,17,22,5,9,20,21,24,19,12,"
in14_034.dat,2846,2846,"4,1,7,10,0,11,3,8,9,13,19,16,2,17,20,15,14,12,6,22,5,21,24,23,18,"
in14_035.dat,2985,2985,"1,0,5,8,6,7,11,10,13,15,9,16,22,12,3,20,4,17,21,24,2,19,14,23,18,"
in14_036.dat,3503,3503,"0,1,3,2,4,7,8,14,6,13,12,19,22,11,5,20,16,9,10,23,24,21,17,18,15,"
in14_037.dat,3225,3225,"0,3,1,5,4,10,6,16,8,15,17,7,9,11,14,18,24,22,13,2,21,20,12,19,23,"
in14_038.dat,3370,3370,"0,7,9,5,3,10,8,14,12,19,18,15,11,23,2,22,20,4,13,1,17,6,24,21,16,"
in14_039.dat,3153,3153,"0,1,8,2,10,12,13,3,18,15,5,22,16,24,14,19,9,17,21,6,7,4,20,11,23,"
in14_040.dat,3220,3220,"0,2,1,3,6,5,15,9,14,12,20,7,8,13,23,16,18,4,19,21,22,24,17,10,11,"
in14_041.dat,3334,3334,"1,4,7,3,13,20,6,17,0,12,11,24,21,23,16,14,2,18,10,8,15,22,5,19,9,"
in14_042.dat,3461,3461,"0,7,9,2,4,14,6,1,16,8,24,20,17,5,18,22,15,19,13,21,12,11,3,10,23,"
in14_043.dat,2888,2888,"2,3,4,1,0,13,6,10,5,20,16,12,8,15,21,9,19,24,11,18,7,22,14,23,17,"
in14_044.dat,3035,3035,"4,0,6,3,14,16,11,19,24,2,21,10,22,23,7,12,18,5,20,9,13,17,15,8,1,"
in14_045.dat,3730,3730,"0,3,4,7,5,9,10,24,8,1,15,12,23,20,19,21,6,22,17,18,13,16,11,2,14,"
in14_046.dat,3001,3001,"0,2,1,6,4,8,14,20,19,18,24,21,23,10,13,16,15,12,9,3,5,11,7,17,22,"
in14_047.dat,3036,3036,"0,1,7,10,15,8,20,3,4,2,17,16,5,24,23,14,11,21,9,22,18,6,19,12,13,"
in14_048.dat,2634,2634,"0,8,3,9,1,2,17,4,13,5,21,15,12,19,20,18,16,14,11,7,22,6,23,24,10,"
in14_049.dat,2680,2680,"2,3,1,0,8,5,12,11,9,14,6,20,13,16,24,23,15,19,4,18,21,10,22,7,17,"
in14_050.dat,3093,3093,"2,0,6,9,4,15,18,14,16,7,22,11,24,3,17,8,1,20,12,13,5,19,21,10,23,"
in14_051.dat,2539,2539,"1,0,6,5,8,2,7,15,13,18,4,10,14,9,24,12,19,17,23,21,22,11,3,16,20,"
in14_052.dat,2772,2772,"2,1,3,4,6,10,9,14,11,8,24,22,18,5,15,17,13,20,21,7,16,23,0,12,19,"
in14_053.dat,3272,3272,"0,3,7,6,5,15,17,10,19,23,2,21,24,16,9,8,13,12,4,14,20,11,1,22,18,"
in14_054.dat,2567,2567,"1,3,0,4,16,8,7,19,18,9,21,6,13,23,24,15,12,14,22,5,11,2,17,20,10,"
in14_055.dat,3247,3247,"1,0,2,8,4,12,19,10,23,3,7,9,15,22,18,21,14,17,20,5,13,16,24,6,11,"
in14_056.dat,2882,2882,"1,2,0,4,9,5,8,13,6,22,7,24,17,18,12,10,11,16,3,20,19,23,14,21,15,"
in14_057.dat,3205,3205,"1,2,4,9,15,10,7,19,23,13,24,14,8,20,22,3,0,11,18,12,6,5,16,21,17,"
in14_058.dat,3371,3371,"3,5,1,2,0,19,16,20,11,4,13,6,8,23,12,10,14,7,24,18,22,9,15,17,21,"
in14_059.dat,2986,2986,"0,3,2,6,4,7,10,1,13,24,23,14,9,21,19,11,22,16,17,18,15,5,20,8,12,"
in14_060.dat,2994,2994,"0,1,4,6,2,11,8,12,22,5,20,21,9,19,14,13,24,3,7,10,16,23,17,18,15,"
in18_001.dat,4697,4697,"0,1,5,2,8,4,7,9,3,10,14,6,16,15,12,18,13,19,20,21,22,17,23,11,24,"
in18_002.dat,4381,4381,"0,2,3,1,7,6,10,9,8,14,12,15,13,11,18,16,5,20,19,17,22,4,23,24,21,"
in18_003.dat,4590,4590,"1,3,4,2,5,8,6,9,12,13,7,10,14,16,15,18,0,19,11,21,24,22,23,17,20,"
in18_004.dat,4949,4949,"1,4,6,7,3,0,2,9,12,10,8,14,15,11,17,18,16,13,19,21,20,22,5,24,23,"
in18_005.dat,4614,4614,"3,0,1,4,2,8,7,5,6,11,12,13,15,16,9,14,19,18,17,20,23,22,10,21,24,"
in18_006.dat,4803,4803,"0,1,6,2,8,3,4,7,10,12,11,14,13,15,5,16,17,19,18,20,21,22,9,24,23,"
in18_007.dat,4496,4496,"0,3,5,7,1,8,9,11,12,4,6,14,10,15,16,17,19,21,22,13,18,2,23,20,24,"
in18_008.dat,4685,4685,"1,7,2,0,9,6,5,12,3,14,13,15,11,16,18,10,20,4,17,22,8,21,19,23,24,"
in18_009.dat,4707,4707,"3,6,4,9,1,7,8,10,12,11,14,13,16,2,18,19,17,20,15,21,5,22,24,0,23,"
in18_010.dat,4652,4652,"3,5,2,1,4,10,7,8,14,6,15,16,13,11,17,9,18,12,20,19,0,23,22,24,21,"
in18_011.dat,4503,4503,"2,0,3,4,5,6,7,1,8,10,14,11,15,9,16,12,19,13,21,18,20,22,17,23,24,"
in18_012.dat,4643,4643,"0,4,3,6,8,10,9,2,7,13,5,12,14,17,16,15,18,19,20,1,21,11,22,23,24,"
in18_013.dat,4573,4573,"2,9,0,4,8,7,11,10,5,1,14,3,16,15,19,18,13,6,12,21,20,23,17,22,24,"
in18_014.dat,4479,4479,"3,6,1,11,10,7,12,5,14,15,8,13,17,9,0,18,16,19,20,4,22,21,23,2,24,"
in18_015.dat,4683,4683,"2,1,0,6,5,8,7,9,4,11,10,13,3,14,12,16,15,18,20,17,22,23,19,24,21,"
in18_016.dat,4693,4693,"2,1,5,3,4,10,0,11,12,8,7,16,15,13,6,18,17,14,20,21,22,24,23,9,19,"
in18_017.dat,5063,5063,"1,0,3,9,7,13,10,8,5,11,14,12,6,15,2,17,4,21,16,23,20,18,19,24,22,"
in18_018.dat,4674,4674,"1,5,3,6,0,7,4,8,9,14,10,13,2,15,11,17,12,16,19,20,18,22,23,24,21,"
in18_019.dat,4599,4599,"1,4,3,2,0,5,8,7,10,6,12,11,14,9,18,13,16,21,15,20,22,17,23,19,24,"
in18_020.dat,4450,4450,"4,0,6,3,7,2,10,8,13,9,12,11,5,18,17,19,14,15,21,16,20,22,23,1,24,"
in18_021.dat,3382,3382,"0,1,4,5,2,7,6,13,9,3,12,14,18,10,16,20,11,23,17,21,8,24,22,15,19,"
in18_022.dat,2775,2775,"0,3,1,5,2,6,10,8,15,9,4,7,16,17,13,20,12,19,18,22,24,14,23,11,21,"
in18_023.dat,2971,2971,"0,1,3,5,4,6,7,10,12,11,2,17,9,16,19,21,15,14,18,22,13,24,20,8,23,"
in18_024.dat,2940,2940.7,"2,3,5,0,8,6,4,9,11,7,14,10,16,18,15,13,12,23,1,17,24,21,19,22,20,"
in18_025.dat,2972,2972,"1,4,3,6,7,10,11,12,15,9,13,21,0,8,19,17,22,14,24,5,18,20,16,23,2,"
in18_026.dat,3663,3663,"1,4,0,2,8,5,10,13,9,17,15,16,7,6,20,23,3,24,21,12,14,18,11,19,22,"
in18_027.dat,3468,3468,"2,1,3,5,4,6,0,12,7,14,17,16,10,23,15,19,9,20,24,21,13,8,22,11,18,"
in18_028.dat,3512,3512,"0,2,3,5,6,8,4,10,1,7,11,16,14,12,15,19,9,17,22,23,21,13,24,18,20,"
in18_029.dat,3423,3423,"1,2,3,6,0,8,5,10,4,7,9,15,13,19,12,14,23,11,22,18,17,16,20,24,21,"
in18_030.dat,3290,3290,"0,3,6,2,7,10,8,13,4,5,11,12,21,22,15,18,24,1,9,23,20,14,16,19,17,"
in18_031.dat,3295,3295,"0,2,4,5,6,10,7,14,13,16,1,3,21,9,11,24,18,19,20,23,15,17,8,12,22,"
in18_032.dat,3222,3222,"0,1,3,5,7,2,6,11,8,9,4,12,10,19,17,18,24,22,23,21,14,20,15,13,16,"
in18_033.dat,3332,3332,"0,4,5,3,7,8,9,15,13,2,18,6,14,23,19,22,12,1,10,16,21,24,20,17,11,"
in18_034.dat,3591,3591,"0,1,3,5,6,2,4,11,8,12,13,14,17,16,10,23,24,19,21,7,20,15,9,22,18,"
in18_035.dat,3304,3304,"1,0,2,5,6,3,10,11,7,14,12,4,17,9,18,22,19,21,13,16,24,8,23,15,20,"
in18_036.dat,3256,3256,"1,0,2,3,4,8,13,5,7,16,14,11,17,18,21,9,24,15,19,12,6,20,23,10,22,"
in18_037.dat,3371,3371,"1,2,4,3,7,8,10,6,0,14,12,15,9,13,17,5,11,21,18,20,23,19,16,22,24,"
in18_038.dat,3487,3487,"0,2,4,7,6,5,11,3,15,17,9,8,21,10,19,1,12,18,14,16,13,24,23,22,20,"
in18_039.dat,3167,3167,"1,4,6,5,7,9,13,14,8,15,16,19,21,17,3,11,10,0,20,24,12,2,22,18,23,"
in18_040.dat,3386,3386,"1,4,0,3,9,2,12,11,16,10,20,7,22,17,5,15,18,19,13,6,21,23,14,24,8,"
in18_041.dat,2447,2447,"2,5,3,0,10,11,6,8,7,12,15,4,16,14,20,23,21,18,9,13,19,24,1,17,22,"
in18_042.dat,3315,3315,"0,6,4,3,10,8,14,11,7,2,24,22,23,15,19,16,9,12,20,17,21,13,1,5,18,"
in18_043.dat,3619,3619,"0,3,2,4,5,8,6,14,19,21,9,16,13,11,20,23,12,1,18,17,15,22,24,10,7,"
in18_044.dat,3170,3170,"0,2,4,3,9,16,7,19,11,10,21,18,14,8,20,6,23,17,12,13,24,1,5,22,15,"
in18_045.dat,3775,3775,"2,7,5,14,16,19,17,3,24,15,0,8,23,18,20,6,1,22,11,12,10,13,4,21,9,"
in18_046.dat,3624,3624,"6,4,9,5,3,1,0,11,19,17,16,23,18,13,15,2,10,24,7,14,12,22,8,20,21,"
in18_047.dat,2714,2714,"0,1,3,2,7,8,9,12,4,15,6,10,19,16,5,22,21,24,13,14,18,23,11,20,17,"
in18_048.dat,2711,2711,"2,3,1,12,0,8,7,5,16,14,24,13,9,20,4,21,23,19,10,15,11,22,6,18,17,"
in18_049.dat,2656,2656,"0,1,5,8,7,10,14,17,9,2,12,3,21,23,22,4,20,18,11,19,16,24,15,13,6,"
in18_050.dat,3293,3293,"2,3,0,9,11,1,8,15,5,4,17,23,6,22,18,21,13,24,10,19,20,14,12,16,7,"
in18_051.dat,3162,3162,"0,2,3,6,4,9,11,1,18,13,24,5,20,15,10,16,23,8,19,12,14,21,17,7,22,"
in18_052.dat,3457,3457,"0,1,4,3,11,9,7,24,6,5,14,16,17,12,19,23,20,2,15,8,13,21,18,10,22,"
in18_053.dat,3671,3671,"2,1,4,0,8,13,7,15,10,12,11,21,16,17,9,18,6,3,22,5,24,19,23,14,20,"
in18_054.dat,2925,2925,"0,1,4,7,2,3,9,11,13,8,21,20,17,12,23,18,22,15,10,16,24,19,14,6,5,"
in18_055.dat,3098,3098,"0,2,1,5,7,9,12,3,8,11,17,18,10,4,23,13,6,22,19,14,16,20,24,21,15,"
in18_056.dat,3412,3412,"0,2,7,1,8,5,11,4,14,12,3,15,16,10,9,21,17,6,23,20,24,22,19,13,18,"
in18_057.dat,3251,3251,"0,3,4,5,6,1,11,8,10,17,7,23,14,18,21,13,22,20,24,2,12,19,9,15,16,"
in18_058.dat,3032,3032,"0,1,6,10,5,13,9,18,20,8,12,19,14,7,15,22,16,2,17,21,23,24,3,11,4,"
in18_059.dat,3227,3227,"0,2,5,8,1,3,10,9,18,6,17,21,16,20,4,23,13,7,12,24,19,14,11,15,22,"
in18_060.dat,2970,2970,"1,3,4,7,9,12,5,8,17,18,14,19,13,22,23,15,6,2,10,0,11,21,16,20,24,"
