instance,bestMakespan,avgMakespan,solution
in06_118.dat,5328,5331,"3,0,17,20,9,31,7,12,33,37,4,6,32,44,18,42,11,48,41,5,24,14,34,40,16,22,21,15,43,19,35,28,47,30,23,8,2,49,25,46,13,29,38,39,1,36,10,45,27,26,"
in06_119.dat,5075,5076.4,"1,0,9,12,22,37,13,28,14,33,19,18,48,5,41,16,21,11,39,10,34,49,32,45,40,46,4,20,2,30,38,25,29,3,23,47,6,7,44,35,42,36,27,17,8,43,31,24,15,26,"
in06_120.dat,5595,5595.7,"1,6,16,29,13,45,49,15,4,42,11,18,20,0,24,33,3,37,47,30,38,25,40,19,5,43,35,7,31,2,23,36,10,9,46,32,21,27,39,8,41,28,48,12,22,14,34,44,17,26,"
in10_061.dat,6679,6690.5,"0,2,5,8,4,11,1,13,10,6,14,9,16,19,20,7,12,23,24,3,21,31,29,15,36,18,32,38,39,42,22,45,40,33,26,47,17,35,34,37,49,43,30,25,27,44,41,48,28,46,"
in10_062.dat,6840,6840.35,"0,1,2,8,11,12,10,13,6,15,14,4,7,3,9,16,18,5,21,24,23,22,27,20,28,25,29,19,31,26,36,39,32,42,34,38,43,46,40,47,44,30,45,35,37,41,48,33,17,49,"
in10_063.dat,5942,5956.4,"0,1,7,6,8,10,2,11,9,16,18,3,12,23,15,21,19,13,27,24,28,37,14,34,35,36,40,41,5,17,42,4,46,47,30,38,32,43,48,25,45,20,39,33,49,29,31,26,22,44,"
in10_064.dat,5591,5610.2,"4,5,2,3,1,10,8,11,6,9,13,0,17,20,7,19,23,26,24,15,25,28,12,27,30,16,21,31,22,33,29,39,34,18,38,42,43,36,44,32,48,14,45,40,46,41,35,47,49,37,"
in10_065.dat,5368,5382.45,"0,3,2,7,5,9,16,11,13,1,15,18,24,21,17,20,26,22,4,30,33,14,25,19,12,29,34,37,6,35,32,40,8,42,43,39,38,41,10,46,36,44,31,27,49,23,47,48,28,45,"
in10_066.dat,5868,5869.85,"0,2,4,5,3,7,10,8,14,13,11,6,15,16,19,17,22,12,24,25,23,26,1,18,32,9,34,28,20,31,27,35,30,42,21,33,38,37,47,29,40,49,45,46,36,48,41,44,39,43,"
in10_067.dat,6655,6657.4,"2,3,5,9,13,10,7,19,20,15,21,16,24,23,4,26,27,29,11,31,38,34,40,0,41,37,1,25,28,35,8,30,49,6,39,33,45,42,32,44,14,12,17,47,18,46,36,43,48,22,"
in10_068.dat,6868,6879.35,"1,0,2,3,4,7,10,8,13,11,5,16,18,19,15,9,21,20,23,24,28,26,12,27,17,33,6,30,22,39,32,36,35,37,46,38,25,29,44,40,42,47,43,31,14,49,41,45,48,34,"
in10_069.dat,6519,6528.8,"2,1,3,0,4,8,10,11,6,14,13,20,15,16,23,12,5,9,17,21,24,22,28,30,27,25,33,37,29,32,34,35,38,47,7,45,43,26,48,41,46,49,39,42,31,40,18,44,19,36,"
in10_070.dat,6581,6597.35,"1,0,3,6,7,5,2,8,9,4,13,14,10,17,19,15,20,18,12,24,11,27,28,23,22,31,16,30,34,25,32,37,26,38,41,46,49,40,44,29,47,21,43,36,42,35,48,39,33,45,"
in10_071.dat,6703,6732.9,"0,1,3,5,4,6,2,8,9,12,7,11,20,16,13,23,27,15,18,19,14,37,38,35,31,30,25,10,41,28,46,33,22,45,17,36,34,47,40,49,44,39,24,48,29,21,43,42,26,32,"
in10_072.dat,5746,5756.35,"1,4,8,9,10,11,2,13,3,0,17,16,18,7,21,23,20,25,19,27,6,26,29,12,24,33,28,34,35,15,31,32,30,37,36,5,22,39,38,40,43,42,44,41,45,14,49,46,47,48,"
in10_073.dat,5485,5495.05,"1,2,0,3,4,7,9,8,12,13,11,17,16,14,5,18,19,15,22,24,23,26,10,25,29,31,34,35,28,27,30,21,39,20,32,37,43,41,42,47,46,45,40,36,44,33,38,49,6,48,"
in10_074.dat,6303,6305.4,"1,4,0,3,6,10,15,16,17,13,9,8,5,12,18,7,11,23,26,25,20,31,21,22,27,14,33,34,38,40,29,19,28,24,41,36,45,39,2,42,32,43,37,35,44,30,49,47,46,48,"
in10_075.dat,5841,5841,"2,0,1,4,7,6,8,3,12,9,13,14,10,16,20,22,25,18,17,19,5,30,31,26,33,37,23,27,40,32,15,28,39,35,46,36,38,29,45,49,43,42,44,47,11,41,24,34,21,48,"
in10_076.dat,6259,6259,"0,1,3,4,7,10,8,6,5,13,14,2,15,16,12,19,11,21,20,22,17,23,18,28,31,26,27,36,33,38,39,24,40,34,47,32,29,45,42,44,46,43,41,35,37,9,30,25,49,48,"
in10_077.dat,5487,5503.85,"1,4,6,7,2,9,12,5,8,14,17,3,21,10,15,23,16,13,26,22,20,0,28,25,27,31,24,19,34,33,35,32,37,36,40,29,41,38,43,18,42,39,47,30,45,44,48,49,11,46,"
in10_078.dat,5969,5970.4,"1,4,7,3,10,5,12,17,13,2,16,14,20,8,19,9,6,18,21,0,25,27,28,23,31,29,30,24,35,37,32,44,39,36,11,45,38,49,46,40,15,33,26,43,42,48,34,47,22,41,"
in10_079.dat,6172,6191.8,"0,7,3,4,11,1,9,12,13,2,17,15,22,14,26,24,23,28,19,21,30,18,25,27,20,31,38,8,34,35,32,42,40,5,44,41,10,47,6,16,46,29,36,39,43,33,45,48,37,49,"
in10_080.dat,6415,6422.5,"2,1,5,8,3,0,6,14,7,11,4,10,16,13,19,20,12,17,15,24,21,18,22,29,30,28,32,27,33,31,37,23,34,36,26,40,44,48,49,39,41,42,25,38,45,47,35,9,43,46,"
in10_081.dat,5149,5150.25,"0,6,1,9,5,13,3,10,7,15,14,18,16,29,26,22,31,30,40,25,33,34,27,43,38,39,47,23,37,2,49,11,46,32,41,28,35,4,36,42,48,19,20,45,8,17,44,12,21,24,"
in10_082.dat,5729,5734.05,"0,4,5,10,9,3,11,14,7,23,15,20,19,24,30,18,39,17,41,21,32,6,26,38,47,36,46,34,49,16,29,8,48,40,44,43,27,35,13,42,1,31,33,28,12,37,25,22,2,45,"
in10_083.dat,5281,5291.45,"1,3,2,9,7,6,8,18,15,16,19,33,31,5,35,14,40,21,41,30,34,43,11,22,47,12,38,24,26,28,46,4,23,20,39,44,13,49,29,25,36,48,0,10,27,32,17,42,37,45,"
in10_084.dat,5466,5475.25,"0,2,4,6,5,7,1,14,10,15,3,17,32,36,28,13,31,42,18,39,16,37,34,35,40,48,41,22,25,29,21,47,30,24,49,46,26,33,9,23,11,12,43,19,38,8,20,45,44,27,"
in10_085.dat,4724,4727.4,"1,0,5,2,4,7,15,16,8,11,13,23,21,24,25,31,29,41,12,40,18,17,42,47,28,26,30,19,6,3,44,35,45,20,36,9,34,10,43,27,39,37,33,32,48,46,14,38,49,22,"
in10_086.dat,5089,5092.15,"0,5,1,3,20,9,11,12,17,18,22,16,15,31,10,32,28,6,27,24,29,47,35,30,25,21,2,43,33,38,8,34,37,36,4,14,45,49,44,39,40,19,13,41,42,46,48,23,26,7,"
in10_087.dat,5818,5819.65,"0,1,3,2,9,6,11,8,10,20,22,32,18,19,40,28,43,34,14,7,30,49,5,37,41,48,31,46,47,33,15,13,4,27,44,35,45,26,21,29,25,38,24,23,16,12,17,39,36,42,"
in10_088.dat,5628,5628.55,"2,3,0,7,19,9,13,11,22,29,23,17,39,31,40,6,26,41,27,49,48,5,42,47,8,25,46,30,35,12,24,4,1,16,34,44,15,28,21,10,33,45,18,43,20,37,36,38,32,14,"
in10_089.dat,4873,4876.85,"1,2,5,0,13,10,18,22,20,12,11,29,30,17,26,6,34,25,16,14,42,37,19,27,41,9,48,49,31,21,36,4,46,32,38,47,23,40,7,3,28,24,43,35,45,39,33,44,15,8,"
in10_090.dat,6325,6328.3,"0,7,3,9,4,14,2,18,15,10,8,19,23,12,26,31,16,5,25,32,45,20,34,28,43,29,40,30,41,17,22,37,6,49,36,39,24,46,27,35,38,11,44,33,13,21,48,1,47,42,"
in10_091.dat,5348,5349.9,"0,4,2,8,6,5,15,20,7,18,11,29,21,34,16,23,32,37,42,12,49,9,36,17,10,1,47,33,13,43,35,40,24,31,22,14,44,48,27,41,38,39,26,25,46,3,19,28,30,45,"
in10_092.dat,5290,5290,"0,7,2,9,14,3,12,10,23,28,22,17,15,36,35,26,31,43,6,30,44,48,27,41,1,46,4,24,16,47,39,20,45,5,34,42,32,13,19,11,49,29,40,21,38,18,25,8,37,33,"
in10_093.dat,5513,5514.2,"2,0,7,11,9,13,4,5,18,8,17,27,20,25,1,33,31,40,19,30,3,6,37,47,10,44,12,15,26,23,22,32,34,35,14,49,21,36,39,28,38,43,24,48,42,16,41,46,45,29,"
in10_094.dat,4879,4882.35,"0,2,8,5,4,3,11,15,18,7,14,26,16,23,1,24,30,10,43,34,33,9,17,41,29,21,25,36,45,32,22,37,13,44,39,31,40,19,48,6,46,27,12,20,42,28,49,35,38,47,"
in10_095.dat,6127,6129.25,"1,5,9,4,12,3,8,17,23,26,27,28,14,36,13,34,45,41,20,7,48,30,32,22,16,37,2,46,29,0,39,10,33,47,18,31,42,44,38,6,19,43,15,49,40,35,24,25,21,11,"
in10_096.dat,5368,5379.85,"0,6,4,3,13,2,14,11,17,23,20,12,32,29,16,7,35,27,22,26,34,39,8,9,28,18,25,19,15,1,42,24,21,47,31,45,41,30,40,5,43,46,10,38,49,37,36,44,33,48,"
in10_097.dat,5678,5679.45,"0,3,4,5,1,2,12,14,17,15,23,28,6,36,35,27,38,29,13,22,42,21,31,43,41,19,11,45,37,39,20,30,8,44,48,46,33,16,7,25,32,18,34,24,49,9,47,26,40,10,"
in10_098.dat,5845,5846,"0,5,6,4,1,11,10,20,3,18,13,23,26,29,8,28,2,27,17,43,21,31,48,7,49,12,41,25,42,19,46,30,36,44,47,37,22,40,9,24,16,34,33,39,45,14,35,32,15,38,"
in10_099.dat,4687,4687.9,"1,3,6,5,10,4,14,16,2,22,12,18,25,30,31,26,37,19,13,23,9,7,44,28,48,43,17,24,41,36,42,20,15,46,34,11,47,35,49,29,0,40,33,21,27,39,38,32,45,8,"
in10_100.dat,5616,5620.25,"2,1,10,13,3,17,19,21,6,26,7,11,27,4,36,12,28,24,32,37,40,5,8,42,35,23,43,47,45,25,38,18,14,29,34,44,20,49,30,16,15,22,0,46,41,33,31,39,48,9,"
in10_101.dat,5833,5835.15,"0,3,8,4,18,17,7,19,11,12,5,16,35,14,40,20,21,10,36,38,30,44,45,32,15,49,42,9,25,43,34,48,23,37,29,24,33,2,46,1,47,28,26,41,6,39,27,13,22,31,"
in10_102.dat,5098,5101.15,"0,2,1,6,10,9,15,23,22,13,33,34,31,37,43,39,4,20,32,3,18,26,48,41,19,45,11,21,29,35,44,7,24,46,17,30,36,16,14,12,47,5,38,25,8,40,28,49,42,27,"
in10_103.dat,5329,5329,"2,4,3,6,14,16,9,1,17,18,37,41,8,46,36,13,29,11,26,19,32,28,24,38,12,5,21,39,0,40,42,23,25,10,22,31,45,20,35,30,33,27,43,34,7,44,47,49,15,48,"
in10_104.dat,6199,6199,"0,2,4,7,3,1,12,9,18,29,33,23,5,31,40,37,22,30,49,43,28,11,27,41,19,20,39,42,34,6,46,44,16,48,26,21,13,10,36,32,14,15,17,38,47,35,24,8,45,25,"
in10_105.dat,5599,5599,"1,3,0,2,12,23,10,35,5,30,21,42,26,27,4,44,11,19,9,24,40,17,47,33,20,29,16,15,43,14,28,46,39,36,34,45,6,49,25,37,41,32,18,48,8,38,31,7,13,22,"
in10_106.dat,5190,5202,"1,0,6,4,10,2,12,21,11,9,15,23,14,36,39,38,24,28,41,34,49,17,48,3,37,8,25,5,22,42,35,13,31,40,32,16,29,18,33,43,47,7,19,46,27,44,30,26,45,20,"
in10_107.dat,5529,5534.7,"0,9,10,2,11,7,14,25,20,22,33,17,32,27,38,26,47,19,44,30,1,39,5,21,42,29,46,49,12,40,37,31,18,24,23,8,43,3,48,36,34,15,16,35,6,4,45,28,13,41,"
in10_108.dat,5524,5530.65,"1,2,3,5,4,16,7,8,13,25,17,34,0,24,29,14,48,47,18,40,38,6,30,46,26,32,43,31,37,10,19,11,36,41,42,12,27,23,21,15,33,28,45,49,22,35,9,39,20,44,"
in10_109.dat,5888,5890.1,"0,1,13,17,18,15,8,26,33,35,7,23,31,16,43,24,2,10,29,21,3,5,32,25,19,41,11,39,40,37,28,34,45,36,47,6,9,4,49,27,38,14,30,46,44,42,20,48,22,12,"
in10_110.dat,5547,5548.8,"1,7,2,8,12,20,9,22,29,25,34,26,17,5,35,14,15,45,49,21,32,30,41,23,11,38,39,16,36,37,42,31,4,24,44,3,13,43,48,10,40,27,33,18,28,6,19,0,46,47,"
in10_111.dat,5182,5182,"0,2,5,4,10,11,6,30,3,25,34,49,36,23,32,27,39,7,21,20,40,24,17,15,12,26,42,1,29,47,37,43,28,33,14,41,45,48,8,38,18,16,46,19,31,9,13,35,44,22,"
in10_112.dat,5729,5729.45,"3,2,8,5,10,14,4,9,37,22,43,12,18,17,34,23,48,11,46,45,29,44,1,20,6,19,39,36,42,13,40,25,38,7,41,32,35,49,15,21,16,28,33,26,24,31,47,27,30,0,"
in10_113.dat,5612,5622.4,"0,1,3,6,11,18,28,22,9,38,25,46,32,42,23,31,13,21,7,15,20,29,48,35,36,26,27,24,37,8,44,49,43,39,12,19,33,41,4,40,16,45,2,34,47,14,30,10,17,5,"
in10_114.dat,6001,6002.45,"0,1,4,3,12,9,26,2,29,18,33,7,45,14,49,17,46,20,48,42,22,35,10,30,40,34,8,32,36,16,27,37,15,38,47,21,25,19,39,24,23,5,11,44,41,13,31,28,6,43,"
in10_115.dat,5224,5228.8,"2,6,8,12,18,11,25,1,7,34,47,30,21,40,24,20,36,29,28,13,44,39,37,33,5,41,15,0,27,31,4,43,32,17,16,23,9,19,48,35,14,10,49,22,26,42,3,38,45,46,"
in10_116.dat,5358,5358.3,"0,2,1,10,20,9,5,34,32,44,12,39,30,48,23,25,22,3,41,33,26,40,49,6,47,29,43,27,7,35,13,4,45,19,21,17,31,36,46,42,11,15,38,37,28,16,14,18,8,24,"
in10_117.dat,6270,6272.25,"0,2,6,10,12,8,16,15,24,11,22,28,9,3,30,36,47,46,48,1,17,42,29,35,23,25,13,40,44,34,32,21,14,39,19,18,4,41,38,20,31,37,7,33,49,27,26,5,43,45,"
in10_118.dat,5964,5964.85,"0,1,7,9,15,13,3,16,22,6,23,18,39,5,14,11,32,8,2,41,10,29,46,42,43,47,45,36,31,28,12,37,25,40,44,20,38,49,21,24,19,27,34,4,30,17,26,35,48,33,"
in10_119.dat,5716,5724.5,"0,13,14,10,18,2,3,24,23,16,7,17,39,22,49,8,43,44,21,12,34,40,46,36,41,48,31,26,37,1,42,11,47,45,5,28,38,33,35,9,20,19,15,25,32,30,6,29,4,27,"
in10_120.dat,5996,6002.75,"0,1,4,5,8,17,18,25,3,9,32,39,49,28,47,19,22,36,34,15,42,12,29,43,13,31,2,45,14,21,26,41,24,16,48,23,44,35,30,38,37,27,46,7,20,11,6,40,33,10,"
in14_061.dat,7772,7776.2,"0,1,8,11,5,10,12,3,6,9,16,18,14,13,4,22,17,2,24,20,23,25,26,7,28,29,30,31,33,32,21,27,34,35,37,36,39,41,45,38,44,48,19,42,15,49,46,47,40,43,"
in14_062.dat,7282,7299.4,"1,2,3,0,7,6,9,5,13,14,11,10,12,18,19,17,20,23,16,26,24,28,21,29,22,27,30,8,31,25,37,34,32,35,40,36,39,43,33,42,4,44,46,45,38,47,41,15,48,49,"
in14_063.dat,7271,7271,"0,1,2,3,4,5,10,9,14,12,7,17,8,11,19,16,18,6,20,13,21,23,24,25,27,28,15,26,29,22,30,31,32,36,35,33,40,39,41,37,43,44,34,47,42,49,38,48,46,45,"
in14_064.dat,7475,7475,"1,6,3,9,11,10,12,14,2,8,13,15,18,0,16,19,17,20,5,21,7,22,24,23,26,29,28,4,30,32,25,31,34,37,36,40,41,42,44,33,45,35,39,27,46,38,49,43,47,48,"
in14_065.dat,7290,7291.6,"0,4,3,7,9,6,2,1,10,12,5,16,13,19,20,17,21,23,8,18,26,29,30,14,32,22,28,33,31,35,25,34,40,37,41,36,39,43,27,42,44,11,24,45,15,47,46,48,38,49,"
in14_066.dat,7331,7333,"0,1,2,6,8,7,3,12,10,17,9,20,15,21,22,5,19,24,11,13,27,14,4,30,28,26,23,33,32,29,34,37,31,39,38,16,42,18,44,35,43,25,45,47,49,41,48,36,46,40,"
in14_067.dat,7661,7665.2,"0,1,7,8,11,6,13,12,2,3,16,5,9,14,10,19,22,17,20,18,25,21,27,29,24,15,30,28,34,32,33,35,26,4,38,40,39,37,36,42,43,44,23,45,41,47,31,46,49,48,"
in14_068.dat,7787,7826.55,"2,5,4,0,6,3,1,11,8,7,13,12,10,14,16,18,9,19,20,24,23,21,28,25,17,30,34,35,15,40,44,26,38,32,41,31,48,45,42,22,46,37,49,47,43,39,29,33,36,27,"
in14_069.dat,7561,7583.7,"1,3,5,4,2,0,7,6,9,10,8,13,16,12,23,14,26,11,29,20,24,21,33,25,19,22,28,31,37,36,34,15,35,17,30,39,18,40,27,42,47,41,32,38,46,48,44,45,49,43,"
in14_070.dat,7318,7318,"4,0,6,7,8,2,1,13,15,23,25,16,26,27,18,5,22,28,17,9,3,19,31,12,30,20,29,36,35,34,11,14,24,37,32,38,39,40,33,42,41,43,44,45,21,47,10,48,49,46,"
in14_071.dat,7445,7454.1,"0,4,5,2,1,3,7,8,11,12,9,6,13,10,15,14,18,16,17,19,23,24,25,27,26,22,30,20,29,32,21,34,33,41,40,36,31,44,43,28,38,35,47,46,48,37,42,49,39,45,"
in14_072.dat,7651,7663.15,"5,1,6,0,8,4,10,13,12,17,14,11,22,19,23,26,2,24,20,28,21,30,29,15,27,25,32,18,33,31,34,37,38,9,36,16,42,43,44,40,3,46,47,48,49,7,41,35,45,39,"
in14_073.dat,7361,7363,"0,2,3,4,5,1,8,10,12,13,7,9,11,16,19,15,17,14,21,23,18,22,20,24,25,26,27,30,31,36,33,34,35,6,37,39,28,42,40,38,45,32,44,43,46,41,48,29,49,47,"
in14_074.dat,7096,7096.55,"0,2,1,5,6,3,10,13,15,16,18,14,17,9,11,21,19,4,23,24,25,26,20,30,31,32,8,28,12,29,33,34,36,40,43,39,27,41,35,44,45,38,37,42,47,46,22,7,48,49,"
in14_075.dat,7597,7603.9,"2,1,0,5,6,7,3,9,4,11,10,15,13,14,12,17,24,16,23,19,18,8,25,21,22,29,30,20,35,28,31,32,26,37,33,39,38,36,44,46,27,40,47,42,43,48,49,34,41,45,"
in14_076.dat,7574,7576.7,"3,6,8,4,1,9,11,0,14,12,5,16,7,21,10,22,17,25,20,26,19,15,2,28,27,30,24,32,29,34,33,35,18,37,38,36,39,41,13,40,45,42,31,47,44,43,48,23,46,49,"
in14_077.dat,7789,7794.05,"0,2,4,3,5,6,9,8,10,7,13,12,18,15,22,17,11,21,19,26,27,16,24,30,31,29,20,28,23,35,36,37,34,33,38,40,43,41,1,42,14,44,25,46,48,32,47,45,39,49,"
in14_078.dat,7628,7640.2,"1,6,7,5,9,0,3,14,4,16,17,2,10,19,21,15,12,27,25,8,23,24,28,30,29,13,33,18,26,34,35,22,37,39,41,38,42,31,43,20,44,40,46,32,49,36,47,11,48,45,"
in14_079.dat,7489,7489.7,"0,1,6,8,5,2,14,15,10,4,16,7,18,21,9,13,22,17,24,29,26,32,12,19,30,34,28,3,23,11,20,35,37,36,38,39,33,40,31,25,41,27,44,45,42,47,46,49,48,43,"
in14_080.dat,7628,7628,"2,3,5,6,0,7,9,10,13,1,15,17,14,11,12,22,23,20,21,16,26,4,27,24,28,25,18,31,29,34,33,8,32,30,36,38,35,39,37,19,42,44,46,40,49,45,43,48,47,41,"
in14_081.dat,5160,5162.05,"0,3,1,6,5,9,8,4,2,17,15,10,24,20,18,14,13,7,32,29,28,25,19,39,23,16,43,34,38,36,33,46,21,27,44,30,12,47,42,35,45,41,26,31,49,22,40,37,11,48,"
in14_082.dat,5876,5888.65,"0,1,3,2,5,7,13,9,10,17,4,22,15,8,18,25,28,6,14,32,24,21,30,23,40,37,49,43,36,46,47,20,34,26,11,39,45,12,35,44,27,19,42,33,48,29,16,41,38,31,"
in14_083.dat,5293,5296.3,"0,2,3,1,4,8,9,5,11,6,7,21,10,22,14,13,25,18,16,32,38,27,33,39,26,37,31,12,20,45,34,47,41,28,23,43,29,19,36,15,46,30,44,42,48,40,49,17,35,24,"
in14_084.dat,5615,5615,"0,2,4,6,5,19,18,22,12,20,11,17,24,30,9,16,10,15,23,34,26,32,35,27,31,36,42,39,43,46,8,3,21,45,13,44,29,28,40,14,37,33,41,48,47,1,25,38,7,49,"
in14_085.dat,6196,6196,"0,1,7,5,8,6,10,14,13,19,3,12,23,11,21,16,31,33,39,4,29,36,17,35,2,44,27,41,20,46,24,26,32,42,49,22,9,37,15,18,47,40,48,38,25,30,43,28,45,34,"
in14_086.dat,5331,5331.5,"0,1,4,3,2,5,9,6,14,17,10,22,25,13,21,26,11,8,16,7,29,31,18,41,43,30,36,19,47,15,39,37,28,34,45,23,44,27,48,42,12,40,38,20,33,24,46,35,32,49,"
in14_087.dat,5691,5695.3,"0,3,6,4,2,8,7,1,12,13,14,15,21,20,11,17,22,28,37,36,30,18,23,33,26,16,35,9,34,48,5,49,43,25,31,10,32,44,19,39,40,27,24,45,47,41,29,42,46,38,"
in14_088.dat,5254,5266.4,"2,0,3,1,5,4,10,11,15,12,8,13,17,21,19,22,24,9,18,34,29,30,39,7,14,41,28,33,38,31,46,48,25,43,44,27,20,35,32,36,49,40,45,16,42,23,26,37,6,47,"
in14_089.dat,5719,5719.4,"2,0,7,5,1,9,14,6,8,25,3,4,19,32,35,15,30,36,18,28,34,41,33,17,20,16,37,26,38,42,48,31,46,11,21,45,40,44,24,10,27,12,23,39,29,47,13,43,22,49,"
in14_090.dat,5617,5617,"0,4,2,6,9,1,12,10,7,13,18,11,17,28,34,22,29,35,8,19,16,24,31,46,43,37,15,38,27,32,42,33,44,45,3,23,14,36,41,21,20,26,25,48,47,30,49,39,40,5,"
in14_091.dat,6183,6193.5,"0,1,4,6,9,11,5,10,15,2,12,14,19,16,17,24,18,27,32,7,21,25,35,41,44,23,42,39,38,28,29,3,47,46,13,37,33,40,36,20,31,34,30,22,8,26,49,45,48,43,"
in14_092.dat,5812,5812.2,"0,3,7,1,9,4,11,5,2,6,10,15,14,16,19,8,18,23,22,30,26,32,34,36,13,20,35,39,24,41,46,27,31,12,43,49,40,28,29,17,45,42,44,33,21,47,37,25,48,38,"
in14_093.dat,6094,6094.8,"0,2,1,5,4,6,10,11,16,13,18,21,9,7,19,26,27,30,12,38,22,32,8,41,31,40,46,29,34,14,45,23,49,42,35,17,36,28,39,15,48,24,37,47,20,25,3,43,44,33,"
in14_094.dat,4837,4841.1,"1,0,3,4,7,2,13,8,12,6,16,23,9,18,14,21,19,20,22,31,25,34,27,32,38,33,24,15,11,43,36,30,45,28,5,39,37,10,46,35,47,42,26,17,49,48,29,44,40,41,"
in14_095.dat,6168,6168.3,"0,1,3,5,8,10,9,16,17,4,22,13,19,14,21,29,6,32,20,27,24,40,34,37,11,39,26,44,25,47,46,45,49,28,15,38,7,12,42,2,36,41,33,18,48,23,30,43,35,31,"
in14_096.dat,5663,5667.8,"0,2,5,4,10,12,1,13,14,8,17,21,11,25,7,31,30,15,34,22,26,18,35,3,6,29,41,40,36,20,47,37,39,49,44,43,9,27,24,28,16,48,45,38,23,46,42,33,32,19,"
in14_097.dat,5155,5157.45,"0,1,3,4,11,12,7,13,8,14,10,9,6,17,5,2,15,21,16,19,22,31,26,34,36,25,27,23,40,29,37,28,48,35,41,38,43,18,39,20,46,33,45,32,44,30,47,49,24,42,"
in14_098.dat,5660,5660.85,"0,3,2,9,5,7,6,10,18,15,12,16,28,23,17,24,26,19,22,29,11,31,44,39,41,13,27,45,37,47,35,46,20,34,21,43,1,14,40,42,48,30,36,8,32,25,38,33,4,49,"
in14_099.dat,6317,6328.1,"1,3,5,2,10,9,16,13,0,11,15,23,24,20,7,12,4,25,31,28,22,35,18,44,40,49,30,42,17,29,45,8,26,46,47,19,38,43,37,32,14,39,41,21,34,6,27,36,33,48,"
in14_100.dat,5680,5681.9,"0,4,5,7,8,1,13,6,15,12,17,2,25,18,28,24,19,21,32,22,14,35,20,36,37,3,40,10,26,48,42,27,31,9,45,43,39,49,46,29,38,30,16,44,11,41,47,23,33,34,"
in14_101.dat,5489,5492.25,"0,1,3,8,2,5,6,17,12,19,10,11,26,4,28,22,16,38,47,18,36,14,9,35,27,40,13,37,7,49,15,24,32,44,25,33,41,34,30,39,43,29,21,31,48,23,20,45,46,42,"
in14_102.dat,5527,5537.2,"4,6,5,1,0,7,18,19,15,20,25,22,13,11,32,33,26,17,35,27,14,21,30,39,9,38,34,23,44,48,45,28,2,10,49,40,36,47,3,16,24,41,42,12,31,43,8,29,37,46,"
in14_103.dat,5399,5399.25,"0,3,9,7,4,2,5,6,10,26,18,15,23,32,31,29,36,16,11,45,25,42,34,21,1,43,17,48,46,35,28,20,22,38,33,12,30,14,24,19,44,8,47,40,41,37,39,13,49,27,"
in14_104.dat,4856,4861.65,"1,0,7,9,3,14,2,11,6,5,18,22,12,25,24,31,4,28,15,21,23,8,39,41,47,44,20,40,29,35,36,26,13,49,33,17,42,37,16,43,32,27,19,38,34,46,30,48,45,10,"
in14_105.dat,5425,5429.6,"0,4,6,13,18,8,9,16,22,30,1,25,29,34,3,2,7,32,10,12,5,15,23,24,21,14,31,49,11,47,37,42,48,39,20,26,44,38,43,27,46,35,41,45,19,33,40,36,17,28,"
in14_106.dat,5711,5711.15,"0,1,2,5,7,6,12,9,3,19,28,17,35,14,8,36,37,42,31,15,39,13,44,38,21,30,45,46,40,25,10,29,43,34,24,22,18,41,33,26,48,4,47,20,11,49,32,27,23,16,"
in14_107.dat,6013,6014.25,"0,7,16,4,22,9,18,31,19,39,23,27,28,10,29,3,40,6,42,45,37,35,38,12,14,21,1,36,30,13,48,26,11,24,47,32,43,2,17,20,49,33,46,34,25,8,44,5,41,15,"
in14_108.dat,6222,6242.35,"1,5,2,4,8,7,6,21,17,23,12,29,9,15,22,35,28,42,48,20,30,25,19,27,31,43,46,24,16,3,40,36,41,10,45,14,38,26,0,13,49,33,39,37,34,47,32,11,44,18,"
in14_109.dat,5370,5372.2,"1,2,0,6,13,10,20,14,11,23,9,30,7,24,35,34,3,31,8,47,39,4,18,21,41,26,28,15,16,33,37,22,29,36,38,17,32,5,19,12,49,25,43,45,48,40,46,27,42,44,"
in14_110.dat,5030,5034.85,"0,1,6,4,7,2,20,10,23,18,17,3,16,12,9,35,37,40,11,43,26,32,49,19,29,24,42,8,33,31,14,36,15,34,48,47,39,5,41,27,38,44,46,28,21,13,22,45,25,30,"
in14_111.dat,5203,5207.55,"0,4,7,9,13,6,11,14,18,1,20,8,24,26,22,12,28,2,37,42,23,16,34,5,41,29,39,31,48,35,32,21,17,38,40,44,43,27,46,33,15,47,3,36,45,19,30,25,10,49,"
in14_112.dat,5311,5327.8,"2,5,3,10,9,4,20,6,24,7,33,16,34,26,35,13,15,27,38,14,17,25,23,36,43,22,42,18,46,49,45,32,8,48,40,31,1,39,21,19,0,41,12,47,37,30,29,28,11,44,"
in14_113.dat,6232,6233.65,"2,4,6,7,10,0,12,8,15,22,14,26,1,41,45,20,13,25,42,37,21,43,38,48,31,44,40,35,11,49,16,33,23,39,27,24,17,29,19,30,9,3,28,32,5,46,18,47,36,34,"
in14_114.dat,5177,5179.05,"0,3,6,4,10,8,16,19,5,17,22,2,29,34,13,14,38,9,26,46,42,41,31,32,27,7,48,33,44,20,47,49,36,24,18,40,23,35,21,45,30,1,39,37,28,11,12,25,15,43,"
